p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.000664355367343	0.00986828977503	GO:0005886	c	2	plasma membrane	29; 108; 273; 302; 306; 324; 333; 348; 351; 388; 477; 481; 482; 490; 684; 773; 785; 889; 949; 961; 976; 1000; 1004; 1184; 1269; 1363; 1364; 1366; 1490; 1601; 1607; 1946; 1952; 2014; 93185; 2059; 2065; 2180; 2239; 2317; 2321; 2335; 2556; 2596; 2719; 2791; 2846; 2869; 2886; 2888; 2898; 2904; 2913; 2934; 3028; 3077; 3115; 145226; 3309; 55761; 3588; 3643; 3654; 3675; 3716; 3775; 3897; 3958; 4023; 4045; 4059; 4139; 4162; 4311; 4324; 4641; 4780; 4842; 4854; 4935; 4940; 5063; 5099; 5101; 5148; 5152; 5167; 5205; 5256; 5270; 5331; 5338; 5348; 5530; 5576; 6281; 6443; 6510; 6645; 6781; 6868; 7045; 7048; 23022; 7162; 7184; 7431; 7508; 55904; 7804; 7855; 7976; 8450; 8470; 8490; 8600; 8673; 8787; 8788; 8795; 8826; 8842; 8934; 9037; 9056; 9066; 9074; 9197; 9455; 9462; 9482; 9497; 140576; 9516; 9619; 9649; 9869; 23499; 9928; 10052; 10071; 10123; 10154; 10235; 10681; 10791; 1839; 11122; 11156; 54933; 3688; 51421; 79651; 79901; 80115; 7035; 219844; 81488; 81848; 115098; 57549; 50848; 116496; 8526; 84061; 84100; 84329; 117247; 51760; 84570; 84687; 84879; 84889; 8904; 53827; 25805; 54407; 54510; 729993; 54997; 55243; 22941; 23002; 23111; 23114; 23240; 23242; 23345; 23432; 23551; 23566; 23612; 23705; 23768; 56704; 56937; 57186; 122786; 57348; 57402; 57493; 57509; 57556; 57619; 57657; 57719; 83604; 221981; 222236; 222256; 25778; 91461; 25999; 26047; 91663; 124446; 91749; 92162; 26751; 26996; 27040; 255738; 1272; 92745; 60401; 26503; 10125; 53834; 59338; 26575; 124925; 159963; 127833; 29780; 128414; 161291; 129303; 64284; 326624	ENSG00000121210; ENSG00000005483; ENSG00000162105; ENSG00000136068; ENSG00000123146; ENSG00000007062; ENSG00000114019; ENSG00000184226; ENSG00000198822; ENSG00000116141; ENSG00000184349; ENSG00000188517; ENSG00000120708; ENSG00000196549; ENSG00000092421; ENSG00000182963; ENSG00000148180; ENSG00000089327; ENSG00000106078; ENSG00000161048; ENSG00000136267; ENSG00000104369; ENSG00000130203; ENSG00000026025; ENSG00000149782; ENSG00000078295; ENSG00000131981; ENSG00000214078; ENSG00000140575; ENSG00000129422; ENSG00000148942; ENSG00000172020; ENSG00000168807; ENSG00000078053; ENSG00000166598; ENSG00000158769; ENSG00000173214; ENSG00000185565; ENSG00000167614; ENSG00000075391; ENSG00000003436; ENSG00000162878; ENSG00000185559; ENSG00000102755; ENSG00000127603; ENSG00000115414; ENSG00000196776; ENSG00000174469; ENSG00000115290; ENSG00000171105; ENSG00000168890; ENSG00000131080; ENSG00000223865; ENSG00000119899; ENSG00000112394; ENSG00000072506; ENSG00000188042; ENSG00000063015; ENSG00000069966; ENSG00000007080; ENSG00000135842; ENSG00000182107; ENSG00000188822; ENSG00000129667; ENSG00000149932; ENSG00000197879; ENSG00000100592; ENSG00000151726; ENSG00000143379; ENSG00000184489; ENSG00000076716; ENSG00000095739; ENSG00000146242; ENSG00000001631; ENSG00000105270; ENSG00000181885; ENSG00000135750; ENSG00000155465; ENSG00000197747; ENSG00000179820; ENSG00000158315; ENSG00000010704; ENSG00000189143; ENSG00000163069; ENSG00000130303; ENSG00000237515; ENSG00000113070; ENSG00000134982; ENSG00000135919; ENSG00000103942; ENSG00000170558; ENSG00000198873; ENSG00000105290; ENSG00000169359; ENSG00000118523; ENSG00000044574; ENSG00000147145; ENSG00000122986; ENSG00000165349; ENSG00000120659; ENSG00000175445; ENSG00000076706; ENSG00000189334; ENSG00000113966; ENSG00000153933; ENSG00000127920; ENSG00000118640; ENSG00000134294; ENSG00000138771; ENSG00000116044; ENSG00000077264; ENSG00000143878; ENSG00000154767; ENSG00000074181; ENSG00000073060; ENSG00000168899; ENSG00000162434; ENSG00000102158; ENSG00000196090; ENSG00000074855; ENSG00000150093; ENSG00000198910; ENSG00000255529; ENSG00000139988; ENSG00000136828; ENSG00000189184; ENSG00000105281; ENSG00000163513; ENSG00000141837; ENSG00000170310; ENSG00000131018; ENSG00000160179; ENSG00000213658; ENSG00000197594; ENSG00000142227; ENSG00000143153; ENSG00000129244; ENSG00000141738; ENSG00000120889; ENSG00000169174; ENSG00000133104; ENSG00000205277; ENSG00000138814; ENSG00000188559; ENSG00000187678; ENSG00000188677; ENSG00000171517; ENSG00000071967; ENSG00000017483; ENSG00000198331; ENSG00000188643; ENSG00000173706; ENSG00000052841; ENSG00000243646; ENSG00000081923; ENSG00000085552; ENSG00000171365; ENSG00000005108; ENSG00000185527; ENSG00000185070; ENSG00000018236; ENSG00000101198; ENSG00000108819; ENSG00000151694; ENSG00000182718; ENSG00000143248; ENSG00000143126; ENSG00000089250; ENSG00000104290; ENSG00000143630; ENSG00000033867; ENSG00000147257; ENSG00000127418; ENSG00000183853; ENSG00000068831; ENSG00000114302; ENSG00000143858; ENSG00000035115; ENSG00000011347; ENSG00000100302; ENSG00000124225; ENSG00000142192; ENSG00000136040; ENSG00000005884; ENSG00000111331; ENSG00000168389; ENSG00000273079; ENSG00000174307; ENSG00000154556; ENSG00000163531; ENSG00000172794; ENSG00000128298; ENSG00000103528; ENSG00000173890; ENSG00000157193; ENSG00000108370; ENSG00000160191; ENSG00000153071; ENSG00000133059; ENSG00000182389; ENSG00000112902; ENSG00000184697; ENSG00000107679; ENSG00000091844; ENSG00000182985; ENSG00000164418; ENSG00000101850; ENSG00000159167; ENSG00000172575; ENSG00000143147; ENSG00000018625; ENSG00000117280; ENSG00000189067; ENSG00000266964; ENSG00000163251; ENSG00000102996; ENSG00000128536; ENSG00000159842; ENSG00000169851; ENSG00000158290; ENSG00000044446; ENSG00000138772; ENSG00000167874; ENSG00000109472; ENSG00000124839; ENSG00000011677; ENSG00000129116; ENSG00000147027; ENSG00000184216; ENSG00000065361; ENSG00000129219; ENSG00000162729; ENSG00000070961; ENSG00000139926; ENSG00000151491; ENSG00000118193; ENSG00000088992; ENSG00000187244; ENSG00000113361	4864	2429
0.000693911291037	0.0170008266304	GO:0008289	m	2	lipid binding	273; 302; 306; 348; 477; 80765; 706; 889; 949; 1381; 1382; 1592; 2173; 2596; 2846; 2869; 2886; 3028; 3092; 3912; 3915; 4023; 4139; 5205; 5216; 5338; 6281; 6284; 8605; 8826; 9066; 9227; 9619; 10235; 10788; 80115; 84100; 51760; 8904; 414149; 54852; 23001; 23566; 23612; 25851; 25999; 26751; 10125; 59338; 127833	ENSG00000068831; ENSG00000127946; ENSG00000035115; ENSG00000073060; ENSG00000189171; ENSG00000011347; ENSG00000172345; ENSG00000081923; ENSG00000128298; ENSG00000072506; ENSG00000171517; ENSG00000091136; ENSG00000103528; ENSG00000135862; ENSG00000176244; ENSG00000164434; ENSG00000205356; ENSG00000140575; ENSG00000174307; ENSG00000113966; ENSG00000116141; ENSG00000001631; ENSG00000141738; ENSG00000105270; ENSG00000160179; ENSG00000121207; ENSG00000163625; ENSG00000172575; ENSG00000197747; ENSG00000105499; ENSG00000018625; ENSG00000130203; ENSG00000095596; ENSG00000145703; ENSG00000137819; ENSG00000108518; ENSG00000198873; ENSG00000166426; ENSG00000172020; ENSG00000214078; ENSG00000078053; ENSG00000182718; ENSG00000147145; ENSG00000175445; ENSG00000100300; ENSG00000129219; ENSG00000143320; ENSG00000143858; ENSG00000138772; ENSG00000107679	647	384
0.000704877841074	0.00986828977503	GO:0071944	c	2	cell periphery	29; 108; 273; 302; 306; 324; 333; 348; 351; 388; 477; 481; 482; 490; 684; 773; 785; 889; 949; 961; 976; 1000; 1004; 1184; 1269; 1363; 1364; 1366; 1490; 1601; 1607; 1946; 1952; 2014; 93185; 2059; 2065; 2180; 2239; 2317; 2321; 2335; 2556; 2596; 2719; 2791; 2846; 2869; 2886; 2888; 2898; 2904; 2913; 2934; 3028; 3077; 3115; 145226; 3309; 55761; 3588; 3643; 3654; 3675; 3716; 3775; 3897; 3958; 4023; 4045; 4059; 4139; 4162; 4311; 4324; 4641; 4739; 4780; 4811; 4842; 4854; 4935; 4940; 5063; 5099; 5101; 5148; 5152; 5167; 5205; 5216; 5256; 5270; 5331; 5338; 5348; 5530; 5576; 6281; 6443; 6510; 6645; 6781; 6868; 7045; 7048; 23022; 7162; 7184; 7431; 7508; 55904; 7804; 7855; 7976; 8450; 8470; 8490; 8600; 8605; 8673; 8787; 8788; 8795; 8826; 8842; 8934; 9037; 9056; 9066; 9074; 9197; 9455; 9462; 9482; 9497; 140576; 9516; 9619; 9649; 9869; 23499; 9928; 10052; 10071; 10123; 10154; 10235; 10681; 10791; 1839; 11122; 11156; 54933; 3688; 51421; 79651; 79901; 80115; 7035; 219844; 81488; 81848; 115098; 57549; 50848; 116496; 8526; 84061; 84100; 84329; 117247; 51760; 84570; 84687; 84879; 84889; 8904; 53827; 25805; 54407; 54510; 729993; 54997; 55243; 22941; 23002; 23111; 23114; 23240; 23242; 23345; 23432; 23551; 23566; 23612; 23705; 23768; 56704; 56937; 57186; 122786; 57348; 57402; 57493; 57509; 57556; 57595; 57619; 57657; 57719; 83604; 221981; 222236; 222256; 25778; 91461; 25999; 26047; 91663; 124446; 91749; 92162; 26751; 26996; 27040; 255738; 1272; 92745; 60401; 26503; 10125; 53834; 126695; 59338; 26575; 124925; 159963; 127833; 29780; 128414; 161291; 129303; 64284; 326624	ENSG00000121210; ENSG00000005483; ENSG00000162105; ENSG00000136068; ENSG00000123146; ENSG00000007062; ENSG00000114019; ENSG00000184226; ENSG00000198822; ENSG00000116141; ENSG00000184349; ENSG00000188517; ENSG00000120708; ENSG00000111859; ENSG00000196549; ENSG00000092421; ENSG00000182963; ENSG00000148180; ENSG00000089327; ENSG00000106078; ENSG00000161048; ENSG00000136267; ENSG00000104369; ENSG00000130203; ENSG00000026025; ENSG00000149782; ENSG00000078295; ENSG00000131981; ENSG00000214078; ENSG00000140575; ENSG00000129422; ENSG00000175707; ENSG00000172020; ENSG00000168807; ENSG00000078053; ENSG00000166598; ENSG00000158769; ENSG00000173214; ENSG00000185565; ENSG00000167614; ENSG00000075391; ENSG00000003436; ENSG00000162878; ENSG00000185559; ENSG00000102755; ENSG00000127603; ENSG00000115414; ENSG00000196776; ENSG00000174469; ENSG00000115290; ENSG00000171105; ENSG00000168890; ENSG00000131080; ENSG00000223865; ENSG00000119899; ENSG00000112394; ENSG00000072506; ENSG00000188042; ENSG00000063015; ENSG00000069966; ENSG00000007080; ENSG00000135842; ENSG00000182107; ENSG00000188822; ENSG00000129667; ENSG00000149932; ENSG00000197879; ENSG00000100592; ENSG00000151726; ENSG00000143379; ENSG00000184489; ENSG00000076716; ENSG00000095739; ENSG00000146242; ENSG00000001631; ENSG00000105270; ENSG00000181885; ENSG00000135750; ENSG00000155465; ENSG00000197747; ENSG00000179820; ENSG00000158315; ENSG00000010704; ENSG00000189143; ENSG00000163069; ENSG00000130303; ENSG00000237515; ENSG00000113070; ENSG00000134982; ENSG00000135919; ENSG00000103942; ENSG00000170558; ENSG00000198873; ENSG00000105290; ENSG00000169359; ENSG00000118523; ENSG00000044574; ENSG00000147145; ENSG00000122986; ENSG00000165349; ENSG00000120659; ENSG00000175445; ENSG00000076706; ENSG00000189334; ENSG00000113966; ENSG00000153933; ENSG00000127920; ENSG00000118640; ENSG00000134294; ENSG00000138771; ENSG00000116044; ENSG00000077264; ENSG00000143878; ENSG00000154767; ENSG00000074181; ENSG00000073060; ENSG00000168899; ENSG00000162434; ENSG00000102158; ENSG00000196090; ENSG00000074855; ENSG00000150093; ENSG00000198910; ENSG00000255529; ENSG00000139988; ENSG00000136828; ENSG00000189184; ENSG00000172575; ENSG00000105281; ENSG00000163513; ENSG00000141837; ENSG00000170310; ENSG00000131018; ENSG00000067840; ENSG00000160179; ENSG00000213658; ENSG00000197594; ENSG00000142227; ENSG00000143153; ENSG00000129244; ENSG00000141738; ENSG00000120889; ENSG00000169174; ENSG00000133104; ENSG00000205277; ENSG00000138814; ENSG00000188559; ENSG00000187678; ENSG00000188677; ENSG00000171517; ENSG00000071967; ENSG00000017483; ENSG00000198331; ENSG00000188643; ENSG00000173706; ENSG00000052841; ENSG00000243646; ENSG00000081923; ENSG00000085552; ENSG00000171365; ENSG00000005108; ENSG00000185527; ENSG00000185070; ENSG00000018236; ENSG00000101198; ENSG00000108819; ENSG00000151694; ENSG00000182718; ENSG00000143248; ENSG00000143126; ENSG00000089250; ENSG00000104290; ENSG00000143630; ENSG00000033867; ENSG00000147257; ENSG00000127418; ENSG00000116962; ENSG00000183853; ENSG00000068831; ENSG00000114302; ENSG00000143858; ENSG00000035115; ENSG00000011347; ENSG00000100302; ENSG00000124225; ENSG00000142192; ENSG00000136040; ENSG00000005884; ENSG00000111331; ENSG00000168389; ENSG00000273079; ENSG00000174307; ENSG00000154556; ENSG00000148942; ENSG00000163531; ENSG00000172794; ENSG00000128298; ENSG00000103528; ENSG00000173890; ENSG00000157193; ENSG00000108370; ENSG00000160191; ENSG00000153071; ENSG00000133059; ENSG00000182389; ENSG00000112902; ENSG00000184697; ENSG00000107679; ENSG00000091844; ENSG00000182985; ENSG00000164418; ENSG00000101850; ENSG00000159167; ENSG00000105499; ENSG00000143147; ENSG00000018625; ENSG00000117280; ENSG00000189067; ENSG00000266964; ENSG00000163251; ENSG00000102996; ENSG00000128536; ENSG00000159842; ENSG00000169851; ENSG00000158290; ENSG00000044446; ENSG00000108518; ENSG00000138772; ENSG00000167874; ENSG00000109472; ENSG00000124839; ENSG00000011677; ENSG00000129116; ENSG00000147027; ENSG00000184216; ENSG00000065361; ENSG00000129219; ENSG00000162729; ENSG00000070961; ENSG00000139926; ENSG00000151491; ENSG00000118193; ENSG00000088992; ENSG00000187244; ENSG00000113361	4967	2500
0.000738932998306	0.0357971985846	GO:0043062	b	3	extracellular structure organization	302; 351; 822; 961; 1277; 1278; 1280; 1301; 1490; 1513; 2113; 2192; 2335; 2934; 3491; 3675; 3911; 3912; 3915; 3958; 4324; 4811; 6868; 7045; 7373; 10319; 56155; 3688; 79875; 80781; 50848; 84570; 151887; 4237	ENSG00000060718; ENSG00000134954; ENSG00000196776; ENSG00000143387; ENSG00000142192; ENSG00000005884; ENSG00000091986; ENSG00000091136; ENSG00000135862; ENSG00000120708; ENSG00000188517; ENSG00000121101; ENSG00000148180; ENSG00000131981; ENSG00000158769; ENSG00000042493; ENSG00000130702; ENSG00000115414; ENSG00000142871; ENSG00000050555; ENSG00000139219; ENSG00000102996; ENSG00000150093; ENSG00000187955; ENSG00000118523; ENSG00000187720; ENSG00000151694; ENSG00000182718; ENSG00000117122; ENSG00000077942; ENSG00000182871; ENSG00000108821; ENSG00000116962; ENSG00000164692	389	234
0.000851182304001	0.010214187648	GO:0098589	c	2	membrane region	108; 302; 324; 351; 477; 481; 482; 490; 684; 949; 1000; 1174; 1364; 1366; 1601; 1946; 2059; 2065; 2335; 2556; 2596; 2898; 2904; 2913; 145226; 3643; 3675; 3775; 3897; 4641; 4842; 4935; 5148; 5152; 5167; 5205; 5338; 5348; 5576; 6281; 6781; 6868; 7048; 7804; 7976; 8842; 9056; 9455; 9497; 23499; 10235; 3688; 51421; 79901; 81848; 84100; 117247; 84687; 729993; 54997; 55243; 22941; 23345; 23432; 23705; 57348; 57619; 222236; 25778; 25999; 26047; 91663; 91749; 26751; 27040; 59338; 159963; 64284	ENSG00000068831; ENSG00000164418; ENSG00000035115; ENSG00000174469; ENSG00000073060; ENSG00000101850; ENSG00000142192; ENSG00000005884; ENSG00000112394; ENSG00000150093; ENSG00000273079; ENSG00000179820; ENSG00000139988; ENSG00000167614; ENSG00000163513; ENSG00000129219; ENSG00000114019; ENSG00000198822; ENSG00000153071; ENSG00000131018; ENSG00000184349; ENSG00000113966; ENSG00000213658; ENSG00000197594; ENSG00000143153; ENSG00000129244; ENSG00000161048; ENSG00000105270; ENSG00000181885; ENSG00000107679; ENSG00000135750; ENSG00000007062; ENSG00000155465; ENSG00000106367; ENSG00000033867; ENSG00000115414; ENSG00000171105; ENSG00000159167; ENSG00000148942; ENSG00000018625; ENSG00000266964; ENSG00000189143; ENSG00000237515; ENSG00000130303; ENSG00000081923; ENSG00000162105; ENSG00000134982; ENSG00000124839; ENSG00000182985; ENSG00000103942; ENSG00000170558; ENSG00000160191; ENSG00000185527; ENSG00000197879; ENSG00000114302; ENSG00000172020; ENSG00000108819; ENSG00000071967; ENSG00000157193; ENSG00000151694; ENSG00000078295; ENSG00000104290; ENSG00000183853; ENSG00000197747; ENSG00000182718; ENSG00000198910; ENSG00000065361; ENSG00000089250; ENSG00000133059; ENSG00000070961; ENSG00000151491; ENSG00000143147; ENSG00000138771; ENSG00000088992; ENSG00000187678; ENSG00000011677; ENSG00000173214; ENSG00000127603	1086	669
0.000954566573938	0.0165494912899	GO:0048589	b	2	developmental growth	348; 351; 891; 1382; 1848; 2335; 2596; 2934; 3488; 3643; 3897; 5523; 5890; 6665; 6781; 6790; 7048; 7059; 7157; 7273; 8470; 8614; 8826; 9037; 9869; 23499; 7373; 3688; 4814; 79977; 51083; 51738; 51760; 53335; 8904; 23111; 23168; 23242; 23387; 23566; 23705; 57493; 91461; 27086; 126695; 59338; 55841; 127833	ENSG00000182185; ENSG00000142192; ENSG00000198910; ENSG00000154556; ENSG00000157017; ENSG00000103528; ENSG00000073711; ENSG00000163513; ENSG00000113739; ENSG00000140575; ENSG00000143379; ENSG00000112902; ENSG00000047644; ENSG00000137815; ENSG00000148180; ENSG00000087586; ENSG00000133104; ENSG00000131669; ENSG00000182985; ENSG00000115414; ENSG00000171105; ENSG00000119866; ENSG00000171517; ENSG00000107679; ENSG00000130203; ENSG00000173706; ENSG00000159167; ENSG00000160584; ENSG00000106078; ENSG00000155657; ENSG00000129194; ENSG00000083307; ENSG00000150093; ENSG00000069482; ENSG00000187955; ENSG00000139318; ENSG00000175707; ENSG00000172020; ENSG00000214078; ENSG00000141510; ENSG00000169231; ENSG00000143320; ENSG00000143858; ENSG00000115461; ENSG00000114861; ENSG00000162878; ENSG00000134057; ENSG00000127603	551	370
0.00095566063672	0.0863500828799	GO:0006720	b	4	isoprenoid metabolic process	348; 1382; 1592; 2239; 2719; 145226; 4023; 5139; 5264; 7804; 9227; 10654; 222236	ENSG00000157193; ENSG00000172572; ENSG00000130203; ENSG00000175445; ENSG00000076716; ENSG00000095596; ENSG00000143320; ENSG00000107537; ENSG00000147257; ENSG00000163344; ENSG00000139988; ENSG00000121207; ENSG00000161048	122	60
0.000985372361516	0.0559262262933	GO:0016324	c	4	apical plasma membrane	481; 482; 490; 684; 1000; 1364; 2065; 2335; 3775; 4935; 5205; 6781; 6868; 7976; 8842; 9497; 51421; 22941; 57619; 25778; 91749; 159963; 64284	ENSG00000162105; ENSG00000081923; ENSG00000007062; ENSG00000114019; ENSG00000143153; ENSG00000129244; ENSG00000135750; ENSG00000115414; ENSG00000101850; ENSG00000159167; ENSG00000189143; ENSG00000130303; ENSG00000170558; ENSG00000124839; ENSG00000151694; ENSG00000104290; ENSG00000173214; ENSG00000065361; ENSG00000133059; ENSG00000070961; ENSG00000033867; ENSG00000148942; ENSG00000138771	272	140
0.00102627268315	0.0447454889853	GO:0007566	b	3	embryo implantation	2192; 3912; 5125; 5270; 6781; 7048; 8614; 55585; 63978	ENSG00000159167; ENSG00000147596; ENSG00000113739; ENSG00000077942; ENSG00000135919; ENSG00000160714; ENSG00000091136; ENSG00000099139; ENSG00000163513	51	33
0.00102675484994	0.0863500828799	GO:0097305	b	4	response to alcohol	70; 65985; 490; 595; 706; 1277; 445; 1490; 1958; 2059; 2113; 2904; 2934; 4133; 4324; 4519; 4744; 4842; 4922; 5764; 6781; 6790; 7048; 7804; 8614; 10654; 80854; 94241	ENSG00000134954; ENSG00000100285; ENSG00000081760; ENSG00000105894; ENSG00000130707; ENSG00000120738; ENSG00000273079; ENSG00000163513; ENSG00000157193; ENSG00000198727; ENSG00000113739; ENSG00000133636; ENSG00000148180; ENSG00000159167; ENSG00000078018; ENSG00000102996; ENSG00000164938; ENSG00000159251; ENSG00000118523; ENSG00000145391; ENSG00000110092; ENSG00000100300; ENSG00000089250; ENSG00000070961; ENSG00000087586; ENSG00000151491; ENSG00000163344; ENSG00000108821	323	184
0.001120857415	0.282829687719	GO:0071248	b	5	cellular response to metal ion	706; 891; 2934; 3077; 4493; 4494; 4495; 4496; 4501; 4502; 4922; 8826; 8904; 10235; 84329	ENSG00000068831; ENSG00000187193; ENSG00000214078; ENSG00000122986; ENSG00000010704; ENSG00000169715; ENSG00000100300; ENSG00000140575; ENSG00000133636; ENSG00000205358; ENSG00000198417; ENSG00000125148; ENSG00000148180; ENSG00000125144; ENSG00000134057	123	76
