p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.00133366366477	0.0813549933965	GO:0048669	b	5	collateral sprouting in absence of injury	23111; 23242	ENSG00000133104; ENSG00000106078	5	3
0.00138424046339	0.0813549933965	GO:0043043	b	5	peptide biosynthetic process	1933; 1965; 2058; 2966; 4666; 4736; 6150; 6159; 6189; 6201; 6746; 7072; 8668; 9349; 9470; 9553; 4869; 116541; 54148; 55157; 60488; 28957; 128308	ENSG00000243147; ENSG00000084623; ENSG00000162244; ENSG00000163479; ENSG00000145736; ENSG00000147586; ENSG00000214026; ENSG00000117593; ENSG00000134001; ENSG00000154719; ENSG00000162910; ENSG00000125691; ENSG00000135930; ENSG00000114942; ENSG00000136628; ENSG00000145425; ENSG00000181163; ENSG00000183617; ENSG00000198755; ENSG00000116001; ENSG00000171863; ENSG00000196531; ENSG00000061794	616	546
0.00151394226322	0.0552588926076	GO:0044391	c	3	ribosomal subunit	4736; 6150; 6159; 6189; 6201; 9349; 9553; 60488; 28957; 128308	ENSG00000125691; ENSG00000145425; ENSG00000243147; ENSG00000214026; ENSG00000198755; ENSG00000147586; ENSG00000171863; ENSG00000162244; ENSG00000162910; ENSG00000061794	161	152
0.0015375263587	0.125542845258	GO:0070124	b	4	mitochondrial translational initiation	6150; 9553; 116541; 54148; 60488; 28957; 128308	ENSG00000147586; ENSG00000214026; ENSG00000183617; ENSG00000243147; ENSG00000154719; ENSG00000162910; ENSG00000061794	84	80
0.00161098996825	0.0813549933965	GO:0043241	b	5	protein complex disassembly	3084; 4736; 6150; 6159; 6189; 6201; 6605; 9349; 9553; 116541; 54148; 60488; 28957; 128308	ENSG00000125691; ENSG00000145425; ENSG00000243147; ENSG00000214026; ENSG00000183617; ENSG00000073584; ENSG00000198755; ENSG00000147586; ENSG00000171863; ENSG00000157168; ENSG00000162244; ENSG00000154719; ENSG00000162910; ENSG00000061794	300	265
0.00162037711877	0.125542845258	GO:0043603	b	4	cellular amide metabolic process	384; 1192; 1933; 1965; 2058; 2941; 2966; 4666; 4736; 5096; 6150; 6159; 6189; 6201; 6746; 7072; 8668; 9349; 9470; 9553; 2055; 4869; 116541; 54148; 55157; 60488; 28957; 128308	ENSG00000243147; ENSG00000084623; ENSG00000213719; ENSG00000162244; ENSG00000163479; ENSG00000170899; ENSG00000145736; ENSG00000147586; ENSG00000214026; ENSG00000117593; ENSG00000134001; ENSG00000114054; ENSG00000154719; ENSG00000162910; ENSG00000125691; ENSG00000135930; ENSG00000114942; ENSG00000182372; ENSG00000136628; ENSG00000145425; ENSG00000181163; ENSG00000183617; ENSG00000198755; ENSG00000116001; ENSG00000171863; ENSG00000081181; ENSG00000061794; ENSG00000196531	890	726
0.00183721236962	0.125542845258	GO:0010467	b	4	gene expression	142; 65982; 583; 689; 1349; 1382; 1789; 1933; 1965; 2058; 2966; 3084; 199704; 3148; 200014; 3654; 4666; 4736; 5015; 5087; 5354; 5511; 5685; 5717; 5901; 6150; 6159; 6189; 6201; 6605; 6637; 6746; 6894; 6935; 6936; 7072; 7566; 7587; 7627; 5711; 7678; 7753; 8089; 8668; 8725; 9232; 7001; 9349; 9470; 9553; 9960; 9967; 10283; 10346; 10614; 10629; 10771; 10962; 51142; 79576; 79736; 4869; 342892; 441478; 113835; 81856; 147660; 116541; 84146; 51602; 51742; 84527; 374899; 84976; 54148; 54205; 54960; 55157; 22809; 55651; 55759; 23118; 285672; 57118; 57209; 57541; 25879; 91975; 387893; 60488; 388536; 28957; 389549; 128308; 390927; 11083; 63934; 64216; 129787; 10745; 162967; 162972; 163227; 196294	ENSG00000117751; ENSG00000164934; ENSG00000196418; ENSG00000041357; ENSG00000122482; ENSG00000213190; ENSG00000145736; ENSG00000147586; ENSG00000117593; ENSG00000134001; ENSG00000055044; ENSG00000169136; ENSG00000106153; ENSG00000188227; ENSG00000105176; ENSG00000197134; ENSG00000145425; ENSG00000251369; ENSG00000197863; ENSG00000183955; ENSG00000123560; ENSG00000165588; ENSG00000196967; ENSG00000164611; ENSG00000163479; ENSG00000143977; ENSG00000127337; ENSG00000143320; ENSG00000198435; ENSG00000172115; ENSG00000088305; ENSG00000073584; ENSG00000258405; ENSG00000075407; ENSG00000154222; ENSG00000148950; ENSG00000151353; ENSG00000162910; ENSG00000125691; ENSG00000054267; ENSG00000188321; ENSG00000143799; ENSG00000153006; ENSG00000183049; ENSG00000128610; ENSG00000148516; ENSG00000162851; ENSG00000171863; ENSG00000132341; ENSG00000061794; ENSG00000101882; ENSG00000046647; ENSG00000153015; ENSG00000059588; ENSG00000162227; ENSG00000164104; ENSG00000214026; ENSG00000121413; ENSG00000172171; ENSG00000267041; ENSG00000084623; ENSG00000198105; ENSG00000054118; ENSG00000135930; ENSG00000095261; ENSG00000136628; ENSG00000145741; ENSG00000181163; ENSG00000183617; ENSG00000140455; ENSG00000198755; ENSG00000197020; ENSG00000197024; ENSG00000243147; ENSG00000185630; ENSG00000185869; ENSG00000108671; ENSG00000166261; ENSG00000157168; ENSG00000162244; ENSG00000101191; ENSG00000186834; ENSG00000145908; ENSG00000167815; ENSG00000198046; ENSG00000116793; ENSG00000116001; ENSG00000131174; ENSG00000154719; ENSG00000055208; ENSG00000182986; ENSG00000154309; ENSG00000132274; ENSG00000125124; ENSG00000114942; ENSG00000154957; ENSG00000213020; ENSG00000005436; ENSG00000145912; ENSG00000015171; ENSG00000184216; ENSG00000162086; ENSG00000138442; ENSG00000196531	5205	3849
0.0023075074078	0.159218011138	GO:0009058	b	2	biosynthetic process	142; 384; 65982; 539; 689; 1349; 1382; 1789; 116541; 1933; 1965; 2058; 2224; 2941; 2966; 2987; 3084; 3148; 200014; 3654; 9967; 4666; 4736; 4869; 4935; 4953; 5087; 5096; 5354; 5511; 5901; 6150; 6159; 6189; 6201; 6605; 6637; 6746; 6894; 6935; 6936; 7072; 7167; 7566; 7587; 7627; 7678; 7753; 8089; 8605; 8668; 8725; 9232; 7001; 9349; 9470; 9474; 9553; 9636; 9960; 10101; 10346; 10606; 10614; 10629; 10690; 10771; 10962; 51142; 2055; 144423; 79576; 342892; 441478; 113835; 89978; 81856; 147660; 51100; 199704; 84146; 116969; 51611; 51629; 51742; 84527; 374899; 79736; 54148; 54205; 55157; 22809; 23118; 253558; 57118; 57209; 57541; 91975; 27247; 387893; 60488; 388536; 28957; 163227; 389549; 128308; 5015; 390927; 11083; 63934; 64216; 129787; 10745; 162967; 162972	ENSG00000117751; ENSG00000196418; ENSG00000122482; ENSG00000213190; ENSG00000111669; ENSG00000145736; ENSG00000147586; ENSG00000117593; ENSG00000057663; ENSG00000134001; ENSG00000169136; ENSG00000106153; ENSG00000188227; ENSG00000105176; ENSG00000154719; ENSG00000145425; ENSG00000251369; ENSG00000197863; ENSG00000183955; ENSG00000143774; ENSG00000123560; ENSG00000084623; ENSG00000115758; ENSG00000196967; ENSG00000164611; ENSG00000163479; ENSG00000143977; ENSG00000170899; ENSG00000127337; ENSG00000143320; ENSG00000198435; ENSG00000172115; ENSG00000088305; ENSG00000116001; ENSG00000073584; ENSG00000258405; ENSG00000075407; ENSG00000154222; ENSG00000151353; ENSG00000162910; ENSG00000125691; ENSG00000054267; ENSG00000188321; ENSG00000143799; ENSG00000182372; ENSG00000114942; ENSG00000183049; ENSG00000197020; ENSG00000128610; ENSG00000148516; ENSG00000187608; ENSG00000169599; ENSG00000162851; ENSG00000171863; ENSG00000081181; ENSG00000132341; ENSG00000061794; ENSG00000101882; ENSG00000197134; ENSG00000117543; ENSG00000151948; ENSG00000059588; ENSG00000241837; ENSG00000162227; ENSG00000164104; ENSG00000214026; ENSG00000121413; ENSG00000172171; ENSG00000095906; ENSG00000267041; ENSG00000114054; ENSG00000165588; ENSG00000198105; ENSG00000054118; ENSG00000160752; ENSG00000136628; ENSG00000145741; ENSG00000181163; ENSG00000183617; ENSG00000140455; ENSG00000198755; ENSG00000172461; ENSG00000197024; ENSG00000243147; ENSG00000185630; ENSG00000135930; ENSG00000185869; ENSG00000172954; ENSG00000166261; ENSG00000157168; ENSG00000162244; ENSG00000101191; ENSG00000186834; ENSG00000145908; ENSG00000167815; ENSG00000198046; ENSG00000128050; ENSG00000116793; ENSG00000167311; ENSG00000131174; ENSG00000134146; ENSG00000055208; ENSG00000182986; ENSG00000132274; ENSG00000101850; ENSG00000105499; ENSG00000013306; ENSG00000154957; ENSG00000213020; ENSG00000005436; ENSG00000097033; ENSG00000015171; ENSG00000184216; ENSG00000162086; ENSG00000196531	6059	4368
0.00234962252276	0.137620747762	GO:0032984	b	4	macromolecular complex disassembly	3084; 4736; 6150; 6159; 6189; 6201; 6605; 9349; 9553; 116541; 54148; 60488; 28957; 128308	ENSG00000125691; ENSG00000145425; ENSG00000243147; ENSG00000214026; ENSG00000183617; ENSG00000073584; ENSG00000198755; ENSG00000147586; ENSG00000171863; ENSG00000157168; ENSG00000162244; ENSG00000154719; ENSG00000162910; ENSG00000061794	311	276
0.00296946489572	0.152185075906	GO:0032543	b	4	mitochondrial translation	6150; 9553; 116541; 54148; 55157; 60488; 28957; 128308	ENSG00000243147; ENSG00000214026; ENSG00000183617; ENSG00000117593; ENSG00000147586; ENSG00000154719; ENSG00000162910; ENSG00000061794	118	114
0.0031759886131	0.0921036697799	GO:0000313	c	2	organellar ribosome	6150; 9553; 54148; 60488; 28957; 128308	ENSG00000243147; ENSG00000214026; ENSG00000147586; ENSG00000154719; ENSG00000061794; ENSG00000162910	69	68
0.0031759886131	0.0772823895854	GO:0005761	c	3	mitochondrial ribosome	6150; 9553; 54148; 60488; 28957; 128308	ENSG00000243147; ENSG00000214026; ENSG00000147586; ENSG00000154719; ENSG00000061794; ENSG00000162910	69	68
0.00380606365069	0.164748183737	GO:0032774	b	5	RNA biosynthetic process	142; 65982; 689; 1349; 1382; 1789; 2966; 3084; 199704; 3148; 200014; 3654; 4666; 4736; 5015; 5087; 5511; 5901; 6159; 6189; 6201; 6605; 6637; 6894; 6935; 6936; 7566; 7587; 7627; 7678; 7753; 8089; 8725; 9232; 7001; 9349; 9474; 9960; 9967; 10346; 10614; 10629; 10771; 10962; 79576; 79736; 4869; 342892; 441478; 113835; 81856; 147660; 51142; 84146; 51742; 84527; 374899; 54205; 22809; 23118; 57118; 57209; 57541; 91975; 387893; 388536; 389549; 390927; 11083; 63934; 64216; 129787; 10745; 162967; 162972; 163227	ENSG00000117751; ENSG00000162227; ENSG00000185630; ENSG00000101882; ENSG00000165588; ENSG00000164611; ENSG00000197134; ENSG00000122482; ENSG00000166261; ENSG00000154957; ENSG00000198435; ENSG00000198046; ENSG00000196967; ENSG00000162244; ENSG00000059588; ENSG00000186834; ENSG00000143977; ENSG00000145908; ENSG00000145736; ENSG00000188321; ENSG00000164104; ENSG00000127337; ENSG00000116793; ENSG00000198755; ENSG00000121413; ENSG00000057663; ENSG00000172115; ENSG00000088305; ENSG00000267041; ENSG00000183049; ENSG00000073584; ENSG00000258405; ENSG00000131174; ENSG00000154222; ENSG00000196418; ENSG00000198105; ENSG00000169136; ENSG00000151353; ENSG00000054118; ENSG00000075407; ENSG00000125691; ENSG00000213190; ENSG00000054267; ENSG00000106153; ENSG00000188227; ENSG00000128610; ENSG00000105176; ENSG00000101191; ENSG00000143799; ENSG00000197024; ENSG00000157168; ENSG00000167815; ENSG00000055208; ENSG00000213020; ENSG00000145741; ENSG00000145425; ENSG00000181163; ENSG00000197020; ENSG00000183955; ENSG00000005436; ENSG00000148516; ENSG00000162851; ENSG00000182986; ENSG00000251369; ENSG00000140455; ENSG00000197863; ENSG00000015171; ENSG00000184216; ENSG00000185869; ENSG00000143320; ENSG00000162086; ENSG00000171863; ENSG00000172171; ENSG00000132341; ENSG00000132274; ENSG00000196531	3783	2702
0.00518853347792	0.236366525105	GO:0048668	b	4	collateral sprouting	1382; 23111; 23242	ENSG00000143320; ENSG00000133104; ENSG00000106078	22	17
0.00564323399227	0.113212879512	GO:0003735	m	2	structural constituent of ribosome	4736; 6150; 6159; 6189; 6201; 9349; 9553; 60488; 128308	ENSG00000125691; ENSG00000145425; ENSG00000243147; ENSG00000214026; ENSG00000198755; ENSG00000171863; ENSG00000162244; ENSG00000162910; ENSG00000061794	165	154
0.00566558742893	0.50212516844	GO:0034641	b	3	cellular nitrogen compound metabolic process	142; 384; 65982; 539; 689; 164668; 1192; 1349; 1382; 1789; 116541; 1933; 1965; 2058; 2941; 2966; 2987; 3084; 3148; 200014; 3654; 4666; 4736; 4869; 4953; 5087; 5096; 5511; 5685; 5717; 5901; 6150; 6159; 6189; 6201; 6605; 6637; 6746; 6894; 6935; 6936; 7072; 7167; 7566; 7587; 7627; 5711; 7678; 7753; 8089; 8605; 8668; 8725; 9156; 9232; 7001; 9349; 9470; 9474; 9553; 9636; 9960; 9967; 10283; 10346; 10606; 10614; 10629; 10771; 10962; 51142; 2055; 79576; 79728; 342892; 441478; 113835; 81856; 147660; 199704; 84146; 51602; 51629; 51742; 84527; 374899; 79736; 54148; 54205; 54960; 55120; 55157; 22809; 55651; 55759; 23118; 285672; 57118; 57209; 57541; 25879; 91975; 387893; 60488; 388536; 28957; 163227; 389549; 29789; 128308; 128387; 5015; 390927; 11083; 63934; 64216; 129787; 10745; 162967; 162972	ENSG00000117751; ENSG00000164934; ENSG00000196418; ENSG00000041357; ENSG00000122482; ENSG00000213190; ENSG00000111669; ENSG00000145736; ENSG00000147586; ENSG00000117593; ENSG00000057663; ENSG00000134001; ENSG00000055044; ENSG00000169136; ENSG00000106153; ENSG00000188227; ENSG00000105176; ENSG00000046647; ENSG00000145425; ENSG00000083093; ENSG00000251369; ENSG00000197863; ENSG00000183955; ENSG00000143774; ENSG00000174371; ENSG00000084623; ENSG00000115758; ENSG00000196967; ENSG00000164611; ENSG00000163479; ENSG00000143977; ENSG00000170899; ENSG00000127337; ENSG00000143320; ENSG00000198435; ENSG00000172115; ENSG00000088305; ENSG00000073584; ENSG00000258405; ENSG00000075407; ENSG00000154222; ENSG00000151353; ENSG00000162910; ENSG00000125691; ENSG00000054267; ENSG00000188321; ENSG00000203705; ENSG00000143799; ENSG00000182372; ENSG00000114942; ENSG00000183049; ENSG00000128610; ENSG00000148516; ENSG00000187608; ENSG00000162851; ENSG00000153006; ENSG00000171863; ENSG00000081181; ENSG00000132341; ENSG00000061794; ENSG00000101882; ENSG00000197134; ENSG00000241837; ENSG00000213719; ENSG00000153015; ENSG00000059588; ENSG00000162227; ENSG00000164104; ENSG00000214026; ENSG00000121413; ENSG00000172171; ENSG00000267041; ENSG00000114054; ENSG00000165588; ENSG00000198105; ENSG00000054118; ENSG00000135930; ENSG00000100298; ENSG00000095261; ENSG00000136628; ENSG00000145741; ENSG00000181163; ENSG00000183617; ENSG00000140455; ENSG00000198755; ENSG00000197020; ENSG00000197024; ENSG00000115392; ENSG00000243147; ENSG00000185630; ENSG00000185869; ENSG00000108671; ENSG00000166261; ENSG00000138430; ENSG00000157168; ENSG00000162244; ENSG00000101191; ENSG00000186834; ENSG00000145908; ENSG00000167815; ENSG00000198046; ENSG00000128050; ENSG00000116793; ENSG00000116001; ENSG00000131174; ENSG00000154719; ENSG00000055208; ENSG00000182986; ENSG00000132274; ENSG00000105499; ENSG00000013306; ENSG00000154957; ENSG00000213020; ENSG00000005436; ENSG00000145912; ENSG00000015171; ENSG00000184216; ENSG00000162086; ENSG00000138442; ENSG00000196531	6351	4702
