p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.00571162348435	0.257663827629	GO:0007492	b	4	endoderm development	1301; 1848; 5015	ENSG00000060718; ENSG00000165588; ENSG00000139318	79	47
0.0067898406018	0.257663827629	GO:0042472	b	4	inner ear morphogenesis	1301; 5015; 6935	ENSG00000060718; ENSG00000165588; ENSG00000148516	102	50
0.00778842269535	0.257663827629	GO:0043112	b	4	receptor metabolic process	2966; 3084; 10133; 55788	ENSG00000123240; ENSG00000168216; ENSG00000157168; ENSG00000145736	144	101
0.00787946506046	0.472767903628	GO:0048589	b	2	developmental growth	583; 1382; 1848; 3084; 8470; 22809; 23111; 23242	ENSG00000125124; ENSG00000143320; ENSG00000106078; ENSG00000154556; ENSG00000157168; ENSG00000169136; ENSG00000133104; ENSG00000139318	551	370
0.00832549240176	0.414549507435	GO:0007389	b	3	pattern specification process	1848; 6935; 84976; 23242; 389549; 5015	ENSG00000128610; ENSG00000165588; ENSG00000148516; ENSG00000106078; ENSG00000139318; ENSG00000154309	442	227
0.00838905485302	0.257663827629	GO:0048854	b	4	brain morphogenesis	583; 5015	ENSG00000165588; ENSG00000125124	30	18
0.0088396668336	0.0766621706788	GO:0004536	m	5	deoxyribonuclease activity	9156; 79736; 128387	ENSG00000172171; ENSG00000174371; ENSG00000203705	60	55
0.00903934692647	0.089998532049	GO:0003677	m	4	DNA binding	5015; 6935; 7587; 7627; 7678; 9156; 10771; 51142; 79576; 342892; 147660; 84527; 8334; 22809; 57209; 57541; 91975; 388536; 389549; 390927; 129787; 10745	ENSG00000174371; ENSG00000101882; ENSG00000165588; ENSG00000145908; ENSG00000180573; ENSG00000267041; ENSG00000116793; ENSG00000258405; ENSG00000075407; ENSG00000106153; ENSG00000196418; ENSG00000198105; ENSG00000169136; ENSG00000151353; ENSG00000188321; ENSG00000188227; ENSG00000148516; ENSG00000128610; ENSG00000197863; ENSG00000015171; ENSG00000162086; ENSG00000197024	2480	1695
0.00907386865455	0.089998532049	GO:0004888	m	4	transmembrane signaling receptor activity	1364; 3352; 3590; 4935; 221188; 84634; 84976	ENSG00000101850; ENSG00000189143; ENSG00000116014; ENSG00000179546; ENSG00000154309; ENSG00000159618; ENSG00000137070	1272	303
0.00928839780868	0.178368131391	GO:0042471	b	5	ear morphogenesis	1301; 5015; 6935	ENSG00000060718; ENSG00000165588; ENSG00000148516	120	56
0.00932904952874	0.178368131391	GO:0048663	b	5	neuron fate commitment	3084; 5015	ENSG00000165588; ENSG00000157168	71	19
0.00941656385936	0.178368131391	GO:0006351	b	5	transcription, DNA-templated	1382; 2966; 3084; 199704; 3654; 5015; 6894; 6935; 7587; 7627; 7678; 10346; 10771; 79576; 79736; 342892; 147660; 51142; 84527; 22809; 57118; 57209; 57541; 91975; 388536; 389549; 390927; 11083; 129787; 10745	ENSG00000196967; ENSG00000101882; ENSG00000165588; ENSG00000157168; ENSG00000101191; ENSG00000059588; ENSG00000145736; ENSG00000145908; ENSG00000172171; ENSG00000267041; ENSG00000116793; ENSG00000258405; ENSG00000075407; ENSG00000106153; ENSG00000196418; ENSG00000198105; ENSG00000169136; ENSG00000151353; ENSG00000132274; ENSG00000188321; ENSG00000188227; ENSG00000148516; ENSG00000183049; ENSG00000128610; ENSG00000197863; ENSG00000015171; ENSG00000184216; ENSG00000143320; ENSG00000162086; ENSG00000197024	3641	2570
0.00950582406231	0.0766621706788	GO:0004930	m	5	G-protein coupled receptor activity	3352; 4935; 221188; 84634	ENSG00000101850; ENSG00000179546; ENSG00000159618; ENSG00000116014	883	107
0.00975024412112	0.178368131391	GO:0009953	b	5	dorsal/ventral pattern formation	1848; 5015; 84976	ENSG00000165588; ENSG00000139318; ENSG00000154309	107	57
