type	depth	gene_subset	seed	subsampled_cells	individual	replicate	lower_q	upper_q	available_ensg	used_ensg	available_ercc	used_ercc	potential_cells	available_cells	pearson_ensg	pearson_ercc	spearman_ensg	spearman_ercc	detected_ensg	detected_ercc	mean_counts_ensg	mean_counts_ercc	var_pearson	var_spearman
reads	50000	all	8	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.74607	0.91317	0.74597	0.8681	7775	28	19854.2	574.8	0.80177	0.75906
molecules	50000	all	8	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.80055	0.91975	0.8087	0.91121	8487	25	13534.8	230.8	0.86718	0.80748
molecules	50000	all	8	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.7677	0.93313	0.76677	0.88893	7775	28	10525.2	269	0.8438	0.79037
reads	50000	all	9	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.78183	0.82901	0.78896	0.83688	8257	27	22013.4	533	0.80645	0.76524
reads	50000	all	9	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.76687	0.9024	0.76973	0.84868	8008	24	22159.4	435.2	0.80688	0.77465
molecules	50000	all	9	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.79805	0.85568	0.8055	0.84738	8257	27	12868.8	283.4	0.85104	0.79663
molecules	50000	all	9	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.78342	0.91541	0.78599	0.85479	8008	24	12291.2	233.4	0.84493	0.80046
reads	50000	all	10	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.80099	0.84181	0.80978	0.83653	8304	31	22986.2	436	0.82345	0.78137
reads	50000	all	10	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.76875	0.89118	0.77019	0.86254	8111	28	22573	526.6	0.79854	0.76937
molecules	50000	all	10	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.81421	0.86608	0.82421	0.84845	8304	31	14103.4	249.6	0.85824	0.80753
molecules	50000	all	10	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.78749	0.90489	0.78943	0.8668	8111	28	12206.8	249.8	0.84547	0.80016
reads	50000	lower	1	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.42292	0.28812	0.46908	0.29747	2701	4	1253.4	2.4	0.43613	0.48869
reads	50000	lower	1	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.40194	0.44939	0.44535	0.47388	2662	7	1500.6	2.4	0.45032	0.49476
molecules	50000	lower	1	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.42883	0.27813	0.47825	0.29159	2701	4	887.8	1.8	0.48892	0.50989
molecules	50000	lower	1	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.40763	0.45827	0.45338	0.48667	2662	7	890.2	2	0.50417	0.51696
reads	50000	lower	2	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.38959	0.4271	0.42834	0.49044	2546	9	1322.4	4.8	0.41214	0.46009
reads	50000	lower	2	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.40689	0.42735	0.44638	0.39687	2768	9	1574.4	3	0.45816	0.50494
molecules	50000	lower	2	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.39715	0.43182	0.43776	0.52508	2546	9	809.2	2.6	0.47736	0.48239
molecules	50000	lower	2	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.41295	0.47799	0.4554	0.46933	2768	9	943.6	2	0.5115	0.52677
reads	50000	lower	3	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.40879	0.12034	0.45357	0.041	2685	5	1320.4	1.2	0.43738	0.48831
reads	50000	lower	3	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.39653	0.03815	0.43501	-0.00382	2665	3	1577.2	1.2	0.45651	0.49856
molecules	50000	lower	3	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.41581	0.13673	0.46198	0.05133	2685	5	893.2	1	0.4953	0.50611
molecules	50000	lower	3	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.40374	0.06717	0.44521	0.01145	2665	3	915.2	0.8	0.50631	0.51762
reads	50000	lower	4	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.38072	0.48492	0.42007	0.59027	2511	10	1254	5.8	0.41118	0.45922
reads	50000	lower	4	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.38002	0.31568	0.41881	0.32302	2524	6	1461.4	3.4	0.45095	0.48603
molecules	50000	lower	4	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.38654	0.47318	0.42678	0.55301	2511	10	772.4	3.2	0.46168	0.47537
molecules	50000	lower	4	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.39131	0.34582	0.4307	0.34323	2524	6	839.6	1.8	0.51216	0.50392
reads	50000	lower	5	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.41343	-0.58153	0.45671	-0.4387	2754	7	1335.4	2.4	0.44803	0.48667
reads	50000	lower	5	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.38885	0.43139	0.42407	0.4551	2586	7	1451.8	3.6	0.45658	0.49721
molecules	50000	lower	5	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.4191	-0.44776	0.46486	-0.36179	2754	7	910	1.4	0.49393	0.5048
molecules	50000	lower	5	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.39711	0.45957	0.43403	0.50863	2586	7	869.2	1.8	0.50995	0.51658
reads	50000	lower	6	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.41531	0.44046	0.45802	0.66668	2661	14	1338.8	7.2	0.44381	0.48746
reads	50000	lower	6	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.40636	0.53433	0.44766	0.5565	2577	9	1511.6	8.2	0.45928	0.51197
molecules	50000	lower	6	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.42116	0.34391	0.46653	0.58604	2661	14	856.4	3.6	0.49337	0.50797
molecules	50000	lower	6	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.41819	0.56314	0.4617	0.60561	2577	9	872.6	3.2	0.5258	0.53472
reads	50000	lower	7	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.33861	0.3869	0.37538	0.38388	2317	10	1240.2	8.8	0.37758	0.41621
reads	50000	lower	7	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.40128	0.34463	0.44519	0.33082	2610	7	1409.4	3.8	0.45583	0.5068
molecules	50000	lower	7	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.34699	0.42279	0.38512	0.42161	2317	10	688.4	3.8	0.44319	0.44019
molecules	50000	lower	7	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.40827	0.34139	0.45408	0.32992	2610	7	869.2	2.2	0.50865	0.52487
reads	50000	lower	8	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.40033	0.39207	0.43995	0.4919	2793	5	1442.6	2	0.42644	0.47669
reads	50000	lower	8	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.3689	0.42514	0.41027	0.4063	2333	8	1433.8	5	0.4464	0.4839
molecules	50000	lower	8	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.41182	0.40156	0.45525	0.48856	2793	5	946	1.2	0.49069	0.50232
molecules	50000	lower	8	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.37986	0.42402	0.42113	0.38339	2333	8	752.6	1.8	0.51476	0.50518
reads	50000	lower	9	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.38433	-0.2739	0.43116	0.00205	2640	7	1365.8	4.8	0.41702	0.46842
reads	50000	lower	9	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.37386	0.14809	0.41026	0.06526	2456	5	1375.4	2.2	0.44946	0.49099
molecules	50000	lower	9	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.39256	-0.29622	0.44014	-0.02825	2640	7	828	2	0.47857	0.4896
molecules	50000	lower	9	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.38337	0.18352	0.42255	0.08619	2456	5	797.8	1	0.50889	0.51229
reads	50000	lower	10	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.38786	0.02762	0.4259	0.23365	2599	12	1262.6	6	0.41048	0.46149
reads	50000	lower	10	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.38004	0.24696	0.41795	0.24715	2505	8	1470.2	5	0.44484	0.49195
molecules	50000	lower	10	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.39337	0.07591	0.43272	0.29541	2599	12	809.6	3.2	0.46786	0.48109
molecules	50000	lower	10	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.38798	0.21099	0.42742	0.23171	2505	8	813.2	2.4	0.50926	0.51053
reads	50000	upper	1	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.7852	0.93051	0.77128	0.95198	5777	21	23032.4	281.6	0.75751	0.70409
reads	50000	upper	1	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.71214	0.94818	0.69304	0.97154	5660	21	22082.6	398.4	0.76049	0.69695
molecules	50000	upper	1	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.80961	0.95752	0.79354	0.97824	5777	21	15020.8	189.2	0.7986	0.73315
molecules	50000	upper	1	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.75012	0.95857	0.7245	0.97645	5660	21	12642.4	224.4	0.81752	0.72821
reads	50000	upper	2	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.75458	0.94398	0.74593	0.97627	5659	21	21585.6	450	0.76079	0.69997
reads	50000	upper	2	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.70863	0.93439	0.69027	0.96286	5641	21	21639.2	391.2	0.76022	0.70622
molecules	50000	upper	2	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.78691	0.95416	0.76968	0.97201	5659	21	12633.2	257.2	0.8287	0.7355
molecules	50000	upper	2	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.74274	0.94684	0.71888	0.96088	5641	21	12658.2	217.4	0.81125	0.73328
reads	50000	upper	3	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.76668	0.92777	0.75409	0.95114	5687	20	21284	393	0.76964	0.70888
reads	50000	upper	3	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.70067	0.92557	0.68241	0.96463	5618	22	21935.6	440.2	0.75256	0.69741
molecules	50000	upper	3	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.79176	0.95305	0.77907	0.96408	5687	20	13359.4	228.8	0.82092	0.74325
molecules	50000	upper	3	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.73808	0.95573	0.7138	0.97921	5618	22	12295.6	235.6	0.80902	0.73122
reads	50000	upper	4	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.75869	0.97615	0.74947	0.94888	5632	22	20831	436.2	0.7516	0.69466
reads	50000	upper	4	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.70383	0.89472	0.68941	0.94236	5603	21	20069.8	500.6	0.79978	0.72916
molecules	50000	upper	4	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.79247	0.98697	0.7759	0.97004	5632	22	12151	239	0.82036	0.73316
molecules	50000	upper	4	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.74289	0.92435	0.71907	0.95323	5603	21	11477.6	243	0.85885	0.76318
reads	50000	upper	5	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.78299	0.9357	0.76954	0.9709	5747	20	22332.8	339.8	0.76745	0.70504
reads	50000	upper	5	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.70367	0.93187	0.68474	0.95941	5640	22	20865.8	410.2	0.76319	0.69879
molecules	50000	upper	5	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.80781	0.94683	0.78963	0.96778	5747	20	14210.8	214.8	0.81637	0.72781
molecules	50000	upper	5	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.73546	0.94495	0.70954	0.95636	5640	22	11986.4	221.8	0.82114	0.73365
reads	50000	upper	6	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.76229	0.94641	0.74762	0.95141	5700	21	21754.4	400.4	0.75503	0.69365
reads	50000	upper	6	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.70114	0.92839	0.68644	0.94704	5640	21	20556.2	467.2	0.79265	0.72057
molecules	50000	upper	6	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.79471	0.95974	0.77705	0.95928	5700	21	13196.8	228.2	0.82916	0.73805
molecules	50000	upper	6	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.73956	0.94779	0.71388	0.9564	5640	21	11725.2	230.6	0.85796	0.76096
reads	50000	upper	7	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.73746	0.91366	0.72526	0.96639	5527	20	19925	561.8	0.74536	0.6811
reads	50000	upper	7	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.72128	0.92923	0.70327	0.96782	5693	20	22130.6	373.2	0.75926	0.70724
molecules	50000	upper	7	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.77631	0.93866	0.75493	0.9805	5527	20	10774	293.4	0.80922	0.71872
molecules	50000	upper	7	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.75545	0.94737	0.73099	0.97474	5693	20	12932	215.4	0.82264	0.7396
reads	50000	upper	8	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.74447	0.90633	0.73255	0.94915	5702	20	19897	406.2	0.80577	0.71964
reads	50000	upper	8	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.67008	0.93489	0.65592	0.95991	5442	20	18420.4	569.8	0.77358	0.70491
molecules	50000	upper	8	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.77663	0.92127	0.76254	0.95028	5702	20	12591.4	229.6	0.86415	0.76251
molecules	50000	upper	8	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.71656	0.95769	0.69366	0.97449	5442	20	9772.6	267.2	0.84347	0.74602
reads	50000	upper	9	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.74273	0.94151	0.73511	0.97487	5622	20	20650.8	528.2	0.75409	0.6892
reads	50000	upper	9	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.70101	0.9319	0.6904	0.95521	5552	20	20784	433.2	0.75973	0.71135
molecules	50000	upper	9	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.77918	0.94878	0.76565	0.97598	5622	20	12042.6	281.4	0.83262	0.73438
molecules	50000	upper	9	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.73897	0.94663	0.71941	0.96506	5552	20	11493.4	232.6	0.82424	0.74398
reads	50000	upper	10	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.77409	0.92876	0.76872	0.96723	5710	20	21727	430.6	0.77652	0.71091
reads	50000	upper	10	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.70358	0.90998	0.68834	0.96241	5606	21	21102.8	522.4	0.74683	0.69647
molecules	50000	upper	10	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.804	0.93886	0.7926	0.95873	5710	20	13296.4	246.8	0.83461	0.73762
molecules	50000	upper	10	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.74706	0.93629	0.72297	0.96139	5606	21	11393.6	248	0.83	0.73888
reads	50000	all	1	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.8431	0.93412	0.8614	0.94745	9739	33	22964	427.5	0.87158	0.8419
reads	50000	all	1	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.81743	0.93229	0.83288	0.93736	9768	35	22351.3	432.1	0.86879	0.83545
molecules	50000	all	1	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.85618	0.94242	0.87563	0.94289	9739	33	13994.6	238.8	0.90963	0.88172
molecules	50000	all	1	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.83505	0.93772	0.85084	0.94108	9768	35	12824.9	232.9	0.9038	0.87823
reads	50000	all	2	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.82983	0.93837	0.84696	0.95129	9608	32	22015	449.3	0.8643	0.83136
reads	50000	all	2	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.81894	0.9328	0.83336	0.88617	9731	35	23579.9	434.5	0.86152	0.83622
molecules	50000	all	2	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.84514	0.94669	0.86258	0.95634	9608	32	13001.1	258.8	0.90379	0.87351
molecules	50000	all	2	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.83584	0.9442	0.85091	0.90237	9731	35	13371.2	224	0.90331	0.87829
reads	50000	all	3	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.84178	0.93111	0.85922	0.92627	9792	31	23102	373.2	0.87574	0.84346
reads	50000	all	3	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.82241	0.90269	0.83719	0.88377	9862	33	23249.9	368.2	0.87541	0.84774
molecules	50000	all	3	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.85372	0.93455	0.87272	0.92585	9792	31	14567.2	228.6	0.90808	0.8793
molecules	50000	all	3	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.83746	0.90865	0.85257	0.88341	9862	33	13830.7	209.9	0.90792	0.88437
reads	50000	all	4	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.84007	0.93195	0.86028	0.93395	9702	36	22750.8	444.6	0.86683	0.8364
reads	50000	all	4	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.80645	0.90645	0.82086	0.89976	9601	31	21506.3	494.3	0.86696	0.83278
molecules	50000	all	4	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.85417	0.93732	0.87527	0.92551	9702	36	13510.1	246.7	0.90591	0.87742
molecules	50000	all	4	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.82685	0.92069	0.84189	0.90122	9601	31	12012.8	247.8	0.90127	0.87452
reads	50000	all	5	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.8404	0.85231	0.85947	0.84364	9787	32	23198	386.2	0.87448	0.8408
reads	50000	all	5	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.81678	0.89931	0.83031	0.87438	9674	30	21965.1	429.4	0.86739	0.83872
molecules	50000	all	5	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.85305	0.87764	0.87298	0.85493	9787	32	14381	235.2	0.90721	0.8779
molecules	50000	all	5	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.83358	0.91763	0.84745	0.89076	9674	30	12668.3	231.1	0.90354	0.879
reads	50000	all	6	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.82949	0.91375	0.84684	0.92636	9670	36	20958.5	455.6	0.87077	0.83381
reads	50000	all	6	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.82189	0.92886	0.83493	0.89957	9754	32	22369	406.9	0.86975	0.83875
molecules	50000	all	6	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.84606	0.91779	0.86433	0.93265	9670	36	12498.7	251	0.9067	0.87706
molecules	50000	all	6	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.83958	0.95055	0.85366	0.92867	9754	32	13183.3	217	0.90513	0.88219
reads	50000	all	7	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.8225	0.90937	0.84304	0.90604	9645	32	21534.6	482.6	0.86165	0.82742
reads	50000	all	7	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.81915	0.93586	0.83389	0.90334	9641	35	23330.6	500.4	0.8601	0.83133
molecules	50000	all	7	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.8392	0.9304	0.85969	0.91985	9645	32	12510.2	268	0.90316	0.87125
molecules	50000	all	7	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.83663	0.95214	0.8515	0.92481	9641	35	12810.9	239.6	0.90254	0.87562
reads	50000	all	8	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.82845	0.91877	0.84819	0.9097	9738	31	22095.9	438.4	0.87508	0.83389
reads	50000	all	8	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.80284	0.92896	0.81604	0.91307	9545	36	20810.3	503.2	0.86566	0.83321
molecules	50000	all	8	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.84401	0.92897	0.8648	0.91859	9738	31	13395.6	245	0.9091	0.87511
molecules	50000	all	8	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.82336	0.93779	0.83666	0.91882	9545	36	11685.5	249.7	0.90288	0.87745
reads	50000	all	9	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.83272	0.86953	0.85064	0.89508	9747	34	22022.6	487.3	0.86611	0.83385
reads	50000	all	9	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.81023	0.91304	0.82398	0.87107	9592	32	22203.5	461.5	0.86665	0.8373
molecules	50000	all	9	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.84818	0.89066	0.86717	0.9045	9747	34	13194.6	266	0.9059	0.87769
molecules	50000	all	9	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.82896	0.92277	0.84267	0.88009	9592	32	12364	235.1	0.90365	0.87969
reads	50000	all	10	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.83758	0.8647	0.85774	0.86446	9758	36	22405.7	461.8	0.87109	0.84011
reads	50000	all	10	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.81923	0.91319	0.83403	0.89381	9733	35	22782.3	440	0.86741	0.84114
molecules	50000	all	10	10	NA19098	r1	0	1	12192	12192	43	43	85	85	0.85223	0.86441	0.87269	0.86235	9758	35	13394.6	259.6	0.90943	0.88184
molecules	50000	all	10	10	NA19098	r3	0	1	12192	12192	43	43	57	57	0.83653	0.92073	0.85193	0.89913	9733	35	12987	225.1	0.90612	0.88325
reads	50000	lower	1	10	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.50614	0.60208	0.55136	0.69072	3735	12	1236.4	5.3	0.50824	0.57515
reads	50000	lower	1	10	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.50016	0.45817	0.54388	0.57833	3777	14	1532.8	2.9	0.55303	0.60155
molecules	50000	lower	1	10	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.51833	0.59	0.57379	0.66093	3735	12	804	2.9	0.59496	0.62139
molecules	50000	lower	1	10	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.50871	0.4562	0.56011	0.58816	3777	14	897.5	2.3	0.63116	0.64793
